"","FID","fldCruiseName","fldPrimeStation","fldGearCode","fldShotDepth","fldHaulDepth","fldCruiseStationNumber","HaulCnt","Gear_Type","SweepLngt","fldICESRectangle","fldValidityCode","fldDateTimeShot","TowDurationMin","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","fldStratum","DoorSpread","fldWingSpread","fldHeadlineHeight","Dist_Nmi","Dist_Km","AreaKmSq","ObsVal","SweepAngle","Warp","Heave_m","Pitch_deg","Roll_deg","WindSpeed_Kts","fldGearDamage","fldStationComment","LoadDate"
"537",537,"IGFS2006","FG116",101020101,97,84,64,1,"Groundgear_D","Short","41E2","V",2006-11-02 12:18:00,30,56.053,-7.047,56.052,-6.986,"VIaCoast",83,20,4.1,2.04950899183229,3.80242855627511,0.315601570170835,"Y",23.7603872333566,"380",0.53,2.3,2.3,3,"Nil
","Nil
",2018-03-13 00:40:05
"538",538,"IGFS2006","FG117",101020101,76,72,65,1,"Groundgear_D","Short","41E3","V",2006-11-02 14:12:00,30,56.186,-6.823,56.202,-6.773,"VIaCoast",80,19,4.3,1.9290333039886,3.57891151018293,0.286312920814635,"Y",22.8518402928684,"310",0.73,1.6,3.5,3,"Nil
","Nil
",2018-03-13 00:40:05
"539",539,"IGFS2006","93",101020101,94,97,66,1,"Groundgear_D","Short","41E2","V",2006-11-02 16:46:00,30,56.218,-7.254,56.211,-7.312,"VIaMedium",84,20,4.1,1.98467848913316,3.68214933048823,0.309300543761012,"Y",15.415848529478,"370",1.09,2.7,2.8,11,"Nil
","Nil
",2018-03-13 00:40:05
"540",540,"IGFS2006","FG93",101020101,152,159,67,1,"Groundgear_D","Long","41E2","V",2006-11-03 07:06:00,30,56.061,-7.645,56.042,-7.692,"VIaDeep",113,21,4.3,1.94726413515557,3.61273494462999,0.408239048743189,"Y",20.9525661202979,"515",1.93,3,3.7,16,"Nil
","Nil
",2018-03-13 00:40:05
"541",541,"IGFS2006","MB47",101020101,152,157,68,1,"Groundgear_D","Long","41E1","V",2006-11-03 09:25:00,30,56.032,-8.097,56.045,-8.15,"VIaDeep",113,21,4.2,1.94402154489217,3.6067190072211,0.407559247815984,"Y",20.9525661202979,"515",1.13,4.4,0.6,15,"Nil
","Nil
",2018-03-13 00:40:05
"542",542,"IGFS2006","MB2",101020101,92,113,69,1,"Groundgear_D","Long","41E2","V",2006-11-03 12:43:00,30,56.189,-7.796,56.211,-7.755,"VIaCoast",111,21,4.6,1.90389424084451,3.53227131882098,0.392082116389129,"Y",32.6043641116123,"375",1.68,5.1,5.8,21,"Nil
","Nil
",2018-03-13 00:40:05
"543",543,"IGFS2006","MB48",101020101,173,182,70,1,"Groundgear_D","Long","41E1","V",2006-11-03 15:08:00,30,56.288,-8.066,56.296,-8.122,"VIaDeep",118,21,4.2,1.92972321949053,3.58019150183772,0.422462597216851,"Y",21.9265520801114,"560",2.59,9.2,4.7,23,"Nil
","Nil
",2018-03-13 00:40:05
"544",544,"IGFS2006","FG106",101020101,311,363,71,1,"Groundgear_D","Long","41E0","V",2006-11-04 07:18:00,30,56.49,-9.067,56.458,-9.073,"VIaSlope",126,22,NA,1.930885291725,3.58234748000927,0.451375782481168,"Y",23.4990696038922,"930",2.47,6.6,6.3,24,"Nil
","Nil
",2018-03-13 00:40:05
"545",545,"IGFS2006","94",101020101,177,176,72,1,"Groundgear_D","Long","41E0","I",2006-11-04 09:42:00,30,56.228,-9.103,56.196,-9.094,"VIaSlope",120,22,3.9,1.94393645557528,3.60656114206917,0.4327873370483,"Y",22.318001947172,"565",2.98,6,8.1,27,"Tore out starboard wing back to the 80mm - prob large stone rolling back in trawl along wing. Big catch of JOD last year and big marks again this year.","Tore out starboard wing back to the 80mm - prob large stone rolling back in trawl along wing. Big catch of JOD last year and big marks again this year.",2018-03-13 00:40:05
"546",546,"IGFS2006","FG118",101020101,128,130,73,1,"Groundgear_D","Long","41E1","V",2006-11-04 14:01:00,30,56.158,-8.761,56.144,-8.813,"VIaDeep",118,21,3.9,1.93396793417051,3.58806666821988,0.423391866849946,"Y",21.9265520801114,"450",2.97,10,5.6,23,"Nil
","Nil
",2018-03-13 00:40:05
"547",547,"IGFS2006","FG119",101020101,143,147,74,1,"Groundgear_D","Long","41E1","V",2006-11-04 16:22:00,30,56.026,-8.413,55.996,-8.385,"VIaDeep",116,NA,3.9,2.031651794776,3.76929832054916,0.437238605183703,"Y",21.5361758353133,"505",2.47,9,9.9,21,"Nil
","Nil
",2018-03-13 00:40:05
"548",548,"IGFS2006","MAR4",101020101,90,94,75,1,"Groundgear_D","Long","39E0","V",2006-11-05 07:32:00,30,55.083,-9.003,55.116,-9.014,"VIaMedium",112,NA,4,2.01599098725464,3.7402430190253,0.418907218130834,"Y",20.7585377167374,"385",5.53,13.7,11.3,27,"Nil
","Nil
",2018-03-13 00:40:05
"549",549,"IGFS2006","MB44",101020101,70,66,76,1,"Groundgear_D","Short","38E1","V",2006-11-05 10:26:00,30,54.869,-8.786,54.856,-8.837,"VIaCoast",82,NA,4.3,1.92981310577253,3.58035826673939,0.29358937787263,"Y",23.4568464547423,"280",4.63,9.6,12,24,"Nil
","Nil
",2018-03-13 00:40:05
"550",550,"IGFS2006","MB49",101020101,87,84,77,1,"Groundgear_D","Short","38E1","V",2006-11-05 12:46:00,30,54.631,-8.862,54.62,-8.807,"VIaCoast",81,21,4.1,2.02529105767358,3.75749732406971,0.304357283249647,"Y",23.1540018652106,"355",3.29,8.8,11.1,23,"Nil
","Nil
",2018-03-13 00:40:05
"551",551,"IGFS2006","15",101020101,64,58,78,1,"Groundgear_D","Short","38E1","V",2006-11-05 14:33:00,30,54.518,-8.584,54.519,-8.525,"VIaCoast",81,20,4,2.0602487576683,3.82235391033079,0.309610666736794,"Y",23.1540018652106,"300",3.29,8.8,11.1,23,"Nil
","Nil
",2018-03-13 00:40:05
"552",552,"IGFS2006","14",101020101,45,35,79,1,"Groundgear_D","Short","38E1","V",2006-11-05 15:54:00,30,54.57,-8.392,54.585,-8.344,"VIaCoast",83,21,4,1.89971922856419,3.52452547043449,0.292535614046062,"Y",23.7603872333566,"260",0.44,1.9,1.8,20,"Nil
","Nil
",2018-03-13 00:40:05
"553",553,"IGFS2006","SC554",101010101,68,68,80,1,"Groundgear_A","Short","37E1","V",2006-11-06 07:21:00,30,54.462,-8.835,54.463,-8.892,"VIIbCoast",84,21,4.8,1.99318974167801,3.6979401515362,0.310626972729041,"Y",24.0646376034906,"305",4.32,11.5,8.4,14,"Nil
","Nil
",2018-03-13 00:40:05
"554",554,"IGFS2006","MB10",101010101,88,89,81,1,"Groundgear_A","Long","37E0","V",2006-11-06 09:55:00,32,54.469,-9.416,54.491,-9.458,"VIIbMedium",114,20,4.6,1.97369774699243,3.66177689608986,0.417442566154244,"Y",21.1468464514501,"350",2.89,11.3,4.9,18,"Nil
","Nil
",2018-03-13 00:40:05
"555",555,"IGFS2006","20",101010101,47,51,82,1,"Groundgear_A","Short","37E0","V",2006-11-06 11:59:00,30,54.342,-9.643,54.35,-9.695,"VIIbCoast",83,19,4.4,1.88482059453922,3.49688421992434,0.29024139025372,"Y",23.7603872333566,"250",3.35,8.4,7.4,15,"Nil
","Nil
",2018-03-13 00:40:05
"556",556,"IGFS2006","25",101010101,40,64,83,1,"Groundgear_A","Short","37E0","V",2006-11-06 13:55:00,36,54.296,-9.918,54.33,-9.923,"VIIbCoast",83,22,4.4,2.04740912812043,3.7985327052327,0.315278214534314,"Y",23.7603872333566,"210",2.99,9.1,10,22,"Nil
","Nil
",2018-03-13 00:40:05
"557",557,"IGFS2006","22",101010101,123,131,84,1,"Groundgear_A","Long","37D9","V",2006-11-06 16:34:00,30,54.299,-10.333,54.284,-10.381,"VIIbMedium",116,20,4.3,1.91000521078273,3.54360892538539,0.411058635344706,"Y",21.5361758353133,"430",5.22,8.4,12.4,21,"Nil
","Nil
",2018-03-13 00:40:05
"558",558,"IGFS2006","MB28",101010101,139,139,85,1,"Groundgear_A","Long","35D9","V",2006-11-07 07:30:00,30,53.42,-10.866,53.391,-10.888,"VIIbDeep",111,19,4,1.91004539139407,3.54368347197416,0.393348865389132,"Y",20.5647580467302,"485",3.48,5.7,10.8,18,"Nil
","Nil
",2018-03-13 00:40:05
"559",559,"IGFS2006","FG78",101010101,136,137,86,1,"Groundgear_A","Long","35D9","V",2006-11-07 09:07:00,30,53.31,-10.912,53.296,-10.961,"VIIbDeep",117,20,4.1,1.95074963041707,3.61920154066246,0.423446580257508,"Y",21.7312314406437,"480",3.12,6.7,7.7,9,"Nil
","Nil
",2018-03-13 00:40:05
"560",560,"IGFS2006","MB12",101010101,133,133,87,1,"Groundgear_A","Long","35D9","V",2006-11-07 12:29:00,30,53.077,-10.94,53.092,-10.988,"VIIbDeep",124,21,3.9,1.95317077687178,3.62369346358401,0.449337989484417,"Y",23.1042324731245,"475",3.3,9.9,4.5,6,"Nil
","Nil
",2018-03-13 00:40:05
"561",561,"IGFS2006","FG120",101010101,136,138,88,1,"Groundgear_A","Long","35D8","V",2006-11-07 14:33:00,30,53.029,-11.233,52.995,-11.239,"VIIbDeep",118,21,4.3,2.05095501508199,3.80511134523559,0.4490031387378,"Y",21.9265520801114,"465",3.28,5,10.6,9,"Nil
","Nil
",2018-03-13 00:40:05
"562",562,"IGFS2006","50",101010101,136,136,89,1,"Groundgear_A","Long","34D8","V",2006-11-07 16:25:00,30,52.885,-11.054,52.852,-11.039,"VIIbDeep",113,22,NA,2.05291788367041,3.8087530309284,0.43038909249491,"Y",20.9525661202979,"465",2.96,5.9,9.8,10,"Nil
","Nil
",2018-03-13 00:40:05
"563",563,"IGFS2006","FG121",101010101,187,186,90,1,"Groundgear_A","Long","34D8","V",2006-11-08 07:29:00,30,52.835,-11.832,52.801,-11.833,"VIIbDeep",119,21,4,2.0396931146121,3.78421728128404,0.450321856472801,"Y",22.1221411162187,"590",3.16,4.7,8.2,8,"Nil
","Nil
",2018-03-13 00:40:05
"564",564,"IGFS2006","90",101010101,145,143,91,1,"Groundgear_A","Long","34D8","V",2006-11-08 09:29:00,31,52.732,-11.522,52.759,-11.487,"VIIbDeep",123,21,4,2.06051807467471,3.82285357082506,0.470210989211483,"Y",22.9072497416419,"505",3.32,5.8,8.5,10,"Nil
","Nil
",2018-03-13 00:40:05
"565",565,"IGFS2006","MB14",101010101,127,128,92,1,"Groundgear_A","Long","34D9","V",2006-11-08 12:35:00,30,52.767,-10.888,52.745,-10.923,"VIIbDeep",111,20,4.4,1.83399226895836,3.40258305929195,0.377686719581406,"Y",20.5647580467302,"430",2.7,5.1,10.2,4,"trawlspped unclipped","trawlspped unclipped",2018-03-13 00:40:05
"566",566,"IGFS2006","FG122",101010101,117,115,93,1,"Groundgear_A","Long","34D9","V",2006-11-08 14:47:00,30,52.679,-10.595,52.681,-10.537,"VIIbMedium",116,16,3.9,2.1177291167187,3.92899650597161,0.455763594692707,"Y",21.5361758353133,"435",2.85,5.9,7.5,11,"Nil
","Nil
",2018-03-13 00:40:05
"567",567,"IGFS2006","70",101010101,99,103,94,1,"Groundgear_A","Long","34D9","V",2006-11-08 16:50:00,30,52.547,-10.321,52.516,-10.344,"VIIbMedium",106,20,4,2.04080362201818,3.78627759187047,0.40134542473827,"Y",19.5994810996481,"380",0.15,5.1,10.7,15,"Nil
","Nil
",2018-03-13 00:40:05
"568",568,"IGFS2006","PO242",101010101,350,350,95,1,"Groundgear_A","Long","34D7","V",2006-11-09 07:26:00,30,52.575,-12.179,52.544,-12.161,"VIIbSlope",125,23,3.7,1.97233097884849,3.6592411481419,0.457405143517738,"Y",23.3015045512748,"1014",3.67,9.1,9,5,"Nil
","Nil
",2018-03-13 00:40:05
"569",569,"IGFS2006","PO461",101010101,533,508,96,1,"Groundgear_A","Long","33D7","V",2006-11-09 09:55:00,30,52.358,-12.188,52.352,-12.137,"VIIjSlope",139,22,3.5,1.90717812607602,3.53836387027091,0.491832577967657,"Y",26.0958049704299,"1305",3.79,7.8,11.6,11,"Nil
","Nil
",2018-03-13 00:40:05
"570",570,"IGFS2006","FG69",101010101,277,277,97,1,"Groundgear_A","Long","33D8","V",2006-11-09 12:28:00,30,52.319,-11.772,52.293,-11.741,"VIIjSlope",124,21,3.8,1.93147322080029,3.58343825751445,0.444346343931792,"Y",23.1042324731245,"820",2.64,9.1,6.6,18,"Nil
","Nil
",2018-03-13 00:40:05
"571",571,"IGFS2006","FG70",101010101,278,277,98,1,"Groundgear_A","Long","33D8","I",2006-11-09 14:36:00,30,52.142,-11.633,52.113,-11.605,"VIIjSlope",132,22,3.6,2.02317219117899,3.75356621740072,0.495470740696895,"Y",24.6908208098671,"840",2.87,6.2,8.5,30,"Tore port wing badly, almost to 80mm. Possibly cables in the area, no obvious fast during tow.","Tore port wing badly, almost to 80mm. Possibly cables in the area, no obvious fast during tow.",2018-03-13 00:40:05
"572",572,"IGFS2006","FG62",101010101,255,277,99,1,"Groundgear_A","Long","30D9","V",2006-11-10 07:32:00,30,50.519,-10.902,50.547,-10.927,"VIIjSlope",118,19,3.8,1.93163026841657,3.58372962600477,0.422880095868563,"Y",21.9265520801114,"820",1.32,4.9,4,20,"Nil
","Nil
",2018-03-13 00:40:05
"573",573,"IGFS2006","81",101010101,252,251,100,1,"Groundgear_A","Long","30D8","V",2006-11-10 09:32:00,30,50.725,-11.03,50.753,-11.058,"VIIjSlope",122,21,3.7,1.98837452815828,3.68900654574819,0.45005879858128,"Y",22.7105527692059,"775",1.56,5.7,3,23,"Nil
","Nil
",2018-03-13 00:40:05
"574",574,"IGFS2006","FG124",101010101,240,240,101,1,"Groundgear_A","Long","30D8","V",2006-11-10 11:09:00,30,50.858,-11.108,50.892,-11.113,"VIIjSlope",118,20,3.8,2.04749798541424,3.79869756106538,0.448246312205715,"Y",21.9265520801114,"715",1.43,5.1,3.1,18,"Nil
","Nil
",2018-03-13 00:40:05
"575",575,"IGFS2006","FG125",101010101,388,364,102,1,"Groundgear_A","Long","31D8","V",2006-11-10 13:39:00,30,51.101,-11.404,51.123,-11.442,"VIIjSlope",123,20,3.8,1.94874200005483,3.6154768090071,0.444703647507874,"Y",22.9072497416419,"1055",1.59,5.3,4.2,20,"Nil
","Nil
",2018-03-13 00:40:05
"576",576,"IGFS2006","FG126",101010101,309,301,103,1,"Groundgear_A","Long","31D8","V",2006-11-10 16:08:00,30,51.373,-11.464,51.407,-11.46,"VIIjSlope",110,NA,4.3,2.04438837652252,3.79292834234234,0.417222117657658,"Y",20.3712239480185,"840",1.52,4.8,4.9,21,"Nil
","Nil
",2018-03-13 00:40:05
"577",577,"IGFS2006","FG28",101010101,237,239,104,1,"Groundgear_A","Long","32D8","V",2006-11-11 07:29:00,30,51.607,-11.388,51.638,-11.397,"VIIjSlope",116,21,3.8,1.88915765607484,3.50493071627985,0.406571963088462,"Y",21.5361758353133,"730",6.44,10.3,8.4,24,"Nil
","Nil
",2018-03-13 00:40:05
"578",578,"IGFS2006","FG72",101010101,435,422,105,1,"Groundgear_A","Long","32D8","V",2006-11-11 09:49:00,30,51.706,-11.653,51.736,-11.677,"VIIjSlope",127,22,3.7,2.0089550016854,3.72718924245899,0.473353033792292,"Y",23.6969312997611,"1125",6.99,13.2,7.2,24,"Nil
","Nil
",2018-03-13 00:40:05
"579",579,"IGFS2006","FG73",101010101,254,219,106,1,"Groundgear_A","Long","32D8","V",2006-11-11 12:05:00,30,51.751,-11.401,51.783,-11.403,"VIIjSlope",129,22,4.1,1.92050531246374,3.56308963351343,0.459638562723232,"Y",24.0935595062847,"195",8.15,13.7,14.2,21,"Nil
","Nil
",2018-03-13 00:40:05
"580",580,"IGFS2006","FG71",101010101,254,256,107,1,"Groundgear_A","Long","32D8","V",2006-11-11 14:32:00,31,51.876,-11.53,51.908,-11.525,"VIIjSlope",126,23,3.7,1.92805140367224,3.57708980273144,0.450713315144161,"Y",23.4990696038922,"825",9.15,12.9,16.5,23,"Nil
","Nil
",2018-03-13 00:40:05
"581",581,"IGFS2006","FG74",101010101,556,504,108,1,"Groundgear_A","Long","32D8","V",2006-11-11 17:22:00,30,51.983,-11.802,52.014,-11.802,"VIIjSlope",138,23,3.9,1.85916577529919,3.44928715268866,0.476001627071035,"Y",25.8940812848799,"1350",7.76,14.4,13.7,26,"Nil
","Nil
",2018-03-13 00:40:05
"582",582,"IGFS2006","53",101010101,114,115,109,1,"Groundgear_A","Long","34D9","V",2006-11-12 07:26:00,32,52.897,-10.443,52.919,-10.397,"VIIbMedium",115,20,4.1,2.12698273912798,3.94616463660109,0.453808933209125,"Y",21.3413819366318,"425",6.68,7.1,19.3,19,"Nil
","Nil
",2018-03-13 00:40:05
"583",583,"IGFS2006","56",101010101,109,109,110,1,"Groundgear_A","Long","35D9","V",2006-11-12 10:22:00,30,53.083,-10.191,53.115,-10.201,"VIIbMedium",120,20,3.9,1.95315706865176,3.62366803089381,0.434840163707257,"Y",22.318001947172,"420",6.08,13.4,12.8,26,"Nil
","Nil
",2018-03-13 00:40:05
"584",584,"IGFS2006","MB15",101010101,104,101,111,1,"Groundgear_A","Long","34E0","V",2006-11-12 12:36:00,30,52.95,-9.965,52.971,-9.921,"VIIbMedium",120,20,3.6,2.03138094543561,3.76879581713471,0.452255498056165,"Y",22.318001947172,"405",6.24,6.9,18.3,26,"Nil
","Nil
",2018-03-13 00:40:05
"585",585,"IGFS2006","59",101010101,75,70,112,1,"Groundgear_A","Short","35E0","V",2006-11-12 14:28:00,30,53.05,-9.708,53.031,-9.662,"VIIbCoast",80,20,4,2.01608635429118,3.74041995230274,0.299233596184219,"Y",22.8518402928684,"340",4.54,9.4,13.3,21,"Nil
","Nil
",2018-03-13 00:40:05
"586",586,"IGFS2006","62",101010101,40,37,113,1,"Groundgear_A","Short","35E0","V",2006-11-12 16:36:00,30,53.194,-9.43,53.191,-9.374,"VIIbCoast",86,24,4.1,2.02545550176215,3.75780241514313,0.323171007702309,"Y",24.6753219241321,"235",1.34,4.7,4.9,27,"Nil
","Nil
",2018-03-13 00:40:05
"587",587,"IGFS2006","66",101010101,60,55,114,1,"Groundgear_A","Short","34E0","V",2006-11-14 16:13:00,29,52.788,-9.618,52.758,-9.631,"VIIbCoast",84,24,4.8,1.86053126175125,3.45182052272959,0.289952923909286,"Y",24.0646376034906,"280",NA,NA,NA,20,"Nil
","Nil
",2018-03-13 00:40:05
"588",588,"IGFS2006","39",101010101,154,156,115,1,"Groundgear_A","Long","33D8","V",2006-11-15 07:43:00,30,52.046,-11.159,52.062,-11.207,"VIIjDeep",123,22,4.1,2.01751009180919,3.74306139482224,0.460396551563136,"Y",22.9072497416419,"500",6.93,14.9,8.1,3,"Nil
","Nil
",2018-03-13 00:40:05
"589",589,"IGFS2006","38",101010101,141,143,116,1,"Groundgear_A","Long","33D9","V",2006-11-15 09:57:00,30,52.03,-10.931,51.997,-10.947,"VIIjDeep",123,21,4,2.06578988031527,3.83263428629921,0.471414017214803,"Y",22.9072497416419,"475",5.84,7.7,15.8,3,"Nil
","Nil
",2018-03-13 00:40:05
"590",590,"IGFS2006","FG67",101010101,161,162,117,1,"Groundgear_A","Long","32D8","V",2006-11-15 11:55:00,30,51.825,-11.002,51.795,-10.98,"VIIjDeep",124,21,NA,1.97629123214148,3.66658855684876,0.454656981049246,"Y",23.1042324731245,"540",6.54,10.2,16,11,"Nil
","Nil
",2018-03-13 00:40:05
"591",591,"IGFS2006","42",101010101,159,157,118,1,"Groundgear_A","Long","32D9","V",2006-11-15 13:48:00,30,51.654,-10.828,51.626,-10.801,"VIIjDeep",126,22,4.3,1.95819200440348,3.63300928460758,0.457759169860555,"Y",23.4990696038922,"520",5.28,8.8,14.1,13,"Nil
","Nil
",2018-03-13 00:40:05
"592",592,"IGFS2006","43",101010101,95,89,119,1,"Groundgear_A","Long","32D9","V",2006-11-15 16:24:00,29,51.668,-10.497,51.684,-10.452,"VIIjMedium",112,21,4.4,1.93277839910844,3.58585973860564,0.401616290723832,"Y",20.7585377167374,"360",6.77,7.2,19,14,"Nil
","Nil
",2018-03-13 00:40:05
"593",593,"IGFS2006","FG3",101010101,184,188,120,1,"Groundgear_A","Long","32D8","V",2006-11-16 07:40:00,30,51.598,-11.098,51.625,-11.128,"VIIjDeep",123,22,4,1.96884435394956,3.65277245630716,0.449291012125781,"Y",22.9072497416419,"600",5.22,12.1,11,13,"Nil
","Nil
",2018-03-13 00:40:05
"594",594,"IGFS2006","FG4",101010101,167,167,121,1,"Groundgear_A","Long","31D9","V",2006-11-16 10:05:00,30,51.496,-10.834,51.468,-10.807,"VIIjDeep",123,20,3.9,1.95995467201275,3.63627953991233,0.447262383409217,"Y",22.9072497416419,"575",6.01,11.1,14,16,"Nil
","Nil
",2018-03-13 00:40:05
"595",595,"IGFS2006","FG128",101010101,140,130,122,1,"Groundgear_A","Long","31D9","V",2006-11-16 12:38:00,30,51.328,-10.389,51.308,-10.341,"VIIjDeep",116,22,3.9,2.16604450916541,4.01863545299706,0.466161712547659,"Y",21.5361758353133,"460",5,8,10.3,15,"Nil
","Nil
",2018-03-13 00:40:05
"596",596,"IGFS2006","FG129",101010101,161,159,123,1,"Groundgear_A","Long","31D9","V",2006-11-16 15:03:00,30,51.137,-10.539,51.105,-10.52,"VIIjDeep",122,21,4.2,2.04844045752582,3.80044611785866,0.463654426378756,"Y",22.7105527692059,"520",3.58,11,15,13,"Nil
","Nil
",2018-03-13 00:40:05
"597",597,"IGFS2006","FG66",101010101,136,131,124,1,"Groundgear_A","Long","31D9","V",2006-11-16 16:59:00,30,51.07,-10.237,51.039,-10.235,"VIIjDeep",114,20,4.3,1.86040099509031,3.45157884061282,0.393479987829861,"Y",21.1468464514501,"450",4.95,10.7,18.6,15,"Nil
","Nil
",2018-03-13 00:40:05
"598",598,"IGFS2006","FG6",101010101,173,176,125,1,"Groundgear_A","Long","30D9","V",2006-11-17 07:31:00,30,50.844,-10.842,50.847,-10.892,"VIIjDeep",123,20,4.1,1.90660813397504,3.53730637101121,0.435088683634379,"Y",22.9072497416419,"540",5.8,11,14,19,"Nil
","Nil
",2018-03-13 00:40:05
"599",599,"IGFS2006","82",101010101,174,170,126,1,"Groundgear_A","Long","30D9","V",2006-11-17 09:30:00,30,50.718,-10.762,50.717,-10.709,"VIIjDeep",124,22,4.5,2.0183806764707,3.74467657972301,0.464339895885653,"Y",23.1042324731245,"560",5.04,9.8,20.8,25,"Nil
","Nil
",2018-03-13 00:40:05
"600",600,"IGFS2006","FG63",101010101,168,169,127,1,"Groundgear_A","Long","30D9","V",2006-11-17 11:34:00,30,50.584,-10.578,50.579,-10.623,"VIIjDeep",123,21,3.9,1.74387769616836,3.23539461255726,0.397953537344543,"Y",22.9072497416419,"540",6.21,17,13.4,25,"Nil
","Nil
",2018-03-13 00:40:05
"601",601,"IGFS2006","FG130",101010101,144,141,128,1,"Groundgear_A","Long","30D9","V",2006-11-17 14:47:00,30,50.759,-10.281,50.793,-10.274,"VIIjDeep",119,22,3.9,2.05595436070954,3.81438656903439,0.453912001715093,"Y",22.1221411162187,"531",6.8,14,11.5,24,"Nil
","Nil
",2018-03-13 00:40:05
"602",602,"IGFS2006","84",101010101,123,123,129,1,"Groundgear_A","Long","30E0","V",2006-11-17 17:16:00,30,50.753,-9.886,50.749,-9.935,"VIIjDeep",126,22,4.2,1.8792641838673,3.48657548027329,0.439308510514434,"Y",23.4990696038922,"480",5.32,14.6,14.3,27,"Nil
","Nil
",2018-03-13 00:40:05
"603",603,"IGFS2006","MB29",101010101,123,114,130,1,"Groundgear_A","Long","30E0","V",2006-11-18 07:35:00,30,50.526,-9.639,50.503,-9.677,"VIIjMedium",117,21,3.9,2.00304271852592,3.71622025700542,0.434797770069634,"Y",21.7312314406437,"460",7.42,10.7,20.5,19,"Nil
","Nil
",2018-03-13 00:40:05
"604",604,"IGFS2006","FG55",101010101,127,129,131,1,"Groundgear_A","Long","30E0","V",2006-11-18 09:46:00,29,50.603,-9.462,50.582,-9.502,"VIIjMedium",117,21,3.6,1.97892980226086,3.67148386319269,0.429563611993544,"Y",21.7312314406437,"465",7.42,10.7,20.5,19,"Nil
","Nil
",2018-03-13 00:40:05
"605",605,"IGFS2006","FG132",101010101,130,128,132,1,"Groundgear_A","Long","30E0","V",2006-11-18 11:59:00,30,50.518,-9.159,50.521,-9.108,"VIIjDeep",118,24,4.1,1.95780654036097,3.63229413796099,0.428610708279396,"Y",21.9265520801114,"490",4.12,8.4,15.3,16,"Nil
","Nil
",2018-03-13 00:40:05
"606",606,"IGFS2006","CC306",101010101,124,126,133,1,"Groundgear_A","Long","30E1","V",2006-11-18 14:08:00,29,50.604,-8.88,50.629,-8.915,"VIIgMedium",124,NA,4,2.00738227350271,3.72427137941134,0.461809651047006,"Y",23.1042324731245,"480",4.43,17.2,5.7,20,"Nil
","Nil
",2018-03-13 00:40:05
"607",607,"IGFS2006","FG12",101010101,123,125,134,1,"Groundgear_A","Long","30E1","V",2006-11-18 16:51:00,30,50.563,-8.612,50.593,-8.595,"VIIgMedium",122,20,4.4,1.91226728591934,3.5478057252678,0.432832298482671,"Y",22.7105527692059,"480",3.09,5,9.5,16,"Nil
","Nil
",2018-03-13 00:40:05
"608",608,"IGFS2006","FG14",101010101,125,124,135,1,"Groundgear_A","Long","30E1","V",2006-11-19 07:17:00,30,50.64,-8.209,50.62,-8.256,"VIIgMedium",129,NA,4.1,2.15657505944728,4.00106690064431,0.516137630183116,"Y",24.0935595062847,"480",2.57,7.9,4.2,21,"Nil
","Nil
",2018-03-13 00:40:05
"609",609,"IGFS2006","FG133",101010101,120,120,136,1,"Groundgear_A","Long","30E1","V",2006-11-19 09:25:00,30,50.53,-8.037,50.513,-8.082,"VIIgMedium",129,21,4.4,1.99941855787364,3.7094963967971,0.478525035186825,"Y",24.0935595062847,"450",2.64,8.1,4.8,26,"Nil
","Nil
",2018-03-13 00:40:05
